"id","blockNo","val1","val2","val3"
15016,0,"AM",0.5,1
15017,0,"AM",0.5,1
15018,0,"AM",0.5,1
15019,0,"AM",0.5,1
15020,0,"AM",0.5,1
15021,0,"AM",0.5,1
15022,0,"AM",0.5,1
15023,0,"AM",0.5,1
15024,0,"AM",0.5,1
15025,0,"AM",0.5,1
15026,0,"AM",0.5,1
15027,0,"AM",0.5,1
15028,0,"AM",0.5,1
15029,0,"AM",0.5,1
15030,0,"AM",0.5,1
15031,0,"AM",0.5,1
15032,0,"AM",0.5,1
15033,0,"AM",0.5,1
15034,0,"AM",0.5,1
15035,0,"AM",0.5,1
15036,0,"AM",0.5,1
15037,0,"AM",0.5,1
15038,0,"AM",0.5,1
15039,0,"AM",0.5,1
15040,0,"AM",0.5,1
15041,0,"AM",0.5,1
15042,0,"AM",0.5,1
15043,0,"AM",0.5,1
15044,0,"AM",0.5,1
15045,0,"AM",0.5,1
15046,0,"AM",0.5,1
15047,0,"AM",0.5,1
15048,0,"AM",0.5,1
15049,0,"AM",0.5,1
15050,0,"AM",0.5,1
15051,0,"AM",0.5,1
15052,0,"AM",0.5,1
15053,0,"AM",0.5,1
15054,0,"AM",0.5,1
15055,0,"AM",0.5,1
15056,0,"AM",0.5,1
15057,0,"AM",0.5,1
15058,0,"AM",0.5,1
15059,0,"AM",0.5,1
15060,0,"AM",0.5,1
15061,0,"AM",0.5,1
15062,0,"AM",0.5,1
15063,0,"AM",0.5,1
15064,0,"AM",0.5,1
15065,0,"AM",0.5,1
15066,0,"AM",0.5,1
15067,0,"AM",0.5,1
15068,0,"AM",0.5,1
15069,0,"AM",0.5,1
15070,0,"AM",0.5,1
15071,0,"AM",0.5,1
15072,0,"AM",0.5,1
15073,0,"AM",0.5,1
15074,0,"AM",0.5,1
15075,0,"AM",0.5,1
15076,0,"AM",0.5,1
15077,0,"AM",0.5,1
15078,0,"AM",0.5,1
15079,0,"AM",0.5,1
15080,0,"AM",0.5,1
15081,0,"AM",0.5,1
15082,0,"AM",0.5,1
15083,0,"AM",0.5,1
15084,0,"AM",0.5,1
15085,0,"AM",0.5,1
15086,0,"AM",0.5,1
15087,0,"AM",0.5,1
15088,0,"AM",0.5,1
15089,0,"AM",0.5,1
15090,0,"AM",0.5,1
15091,0,"AM",0.5,1
15092,0,"AM",0.5,1
15093,0,"AM",0.5,1
15094,0,"AM",0.5,1
15095,0,"AM",0.5,1
15096,0,"AM",0.5,1
15097,0,"AM",0.5,1
15098,0,"AM",0.5,1
15099,0,"AM",0.5,1
15100,0,"AM",0.5,1
15101,0,"AM",0.5,1
15102,0,"AM",0.5,1
15103,0,"AM",0.5,1
15104,0,"AM",0.5,1
15105,0,"AM",0.5,1
15106,0,"AM",0.5,1
15107,0,"AM",0.5,1
15108,0,"AM",0.5,1
15109,0,"AM",0.5,1
15110,0,"AM",0.5,1
15111,0,"AM",0.5,1
15112,0,"AM",0.5,1
15113,0,"AM",0.5,1
15114,0,"AM",0.5,1
15115,0,"AM",0.5,1
15116,0,"AM",0.5,1
15117,0,"AM",0.5,1
15118,0,"AM",0.5,1
15119,0,"AM",0.5,1
15120,0,"AM",0.5,1
15121,0,"AM",0.5,1
15122,0,"AM",0.5,1
15123,0,"AM",0.5,1
15124,0,"AM",0.5,1
15125,0,"AM",0.5,1
15126,0,"AM",0.5,1
15127,0,"AM",0.5,1
15128,0,"AM",0.5,1
15129,0,"AM",0.5,1
15130,0,"AM",0.5,1
15131,0,"AM",0.5,1
15132,0,"AM",0.5,1
15133,0,"AM",0.5,1
15134,0,"AM",0.5,1
15135,0,"AM",0.5,1
15136,0,"AM",0.5,1
15137,0,"AM",0.5,1
15138,0,"AM",0.5,1
15139,0,"AM",0.5,1
15140,0,"AM",0.5,1
15141,0,"AM",0.5,1
15142,0,"AM",0.5,1
15143,0,"AM",0.5,1
15144,0,"AM",0.5,1
15145,0,"AM",0.5,1
15146,0,"AM",0.5,1
15147,0,"AM",0.5,1
15148,0,"AM",0.5,1
15149,0,"AM",0.5,1
15150,0,"AM",0.5,1
15151,0,"AM",0.5,1
15152,0,"AM",0.5,1
15153,0,"AM",0.5,1
15154,0,"AM",0.5,1
15155,0,"AM",0.5,1
15156,0,"AM",0.5,1
15157,0,"AM",0.5,1
15158,0,"AM",0.5,1
15159,0,"AM",0.5,1
15160,0,"AM",0.5,1
15161,0,"AM",0.5,1
15162,0,"AM",0.5,1
15163,0,"AM",0.5,1
15164,0,"AM",0.5,1
15165,0,"AM",0.5,1
15166,0,"AM",0.5,1
15167,0,"AM",0.5,1
15168,0,"AM",0.5,1
15169,0,"AM",0.5,1
15170,0,"AM",0.5,1
15171,0,"AM",0.5,1
15172,0,"AM",0.5,1
15173,0,"AM",0.5,1
15174,0,"AM",0.5,1
15175,0,"AM",0.5,1
15176,0,"AM",0.5,1
15177,0,"AM",0.5,1
15178,0,"AM",0.5,1
15179,0,"AM",0.5,1
15180,0,"AM",0.5,1
15181,0,"AM",0.5,1
15182,0,"AM",0.5,1
15183,0,"AM",0.5,1
15184,0,"AM",0.5,1
15185,0,"AM",0.5,1
15186,0,"AM",0.5,1
15187,0,"AM",0.5,1
15188,0,"AM",0.5,1
15189,0,"AM",0.5,1
15190,0,"AM",0.5,1
15191,0,"AM",0.5,1
15192,0,"AM",0.5,1
15193,0,"AM",0.5,1
15194,0,"AM",0.5,1
15195,0,"AM",0.5,1
15196,0,"AM",0.5,1
15197,0,"AM",0.5,1
15198,0,"AM",0.5,1
15199,0,"AM",0.5,1
15200,0,"AM",0.5,1
15201,0,"AM",0.5,1
15202,0,"AM",0.5,1
15203,0,"AM",0.5,1
15204,0,"AM",0.5,1
15205,0,"AM",0.5,1
15206,0,"AM",0.5,1
15207,0,"AM",0.5,1
15208,0,"AM",0.5,1
15209,0,"AM",0.5,1
15210,0,"AM",0.5,1
15211,0,"AM",0.5,1
15212,0,"AM",0.5,1
15213,0,"AM",0.5,1
15214,0,"AM",0.5,1
15215,0,"AM",0.5,1
15216,0,"AM",0.5,1
15217,0,"AM",0.5,1
15218,0,"AM",0.5,1
15219,0,"AM",0.5,1
15220,0,"AM",0.5,1
15221,0,"AM",0.5,1
15222,0,"AM",0.5,1
15223,0,"AM",0.5,1
15224,0,"AM",0.5,1
15225,0,"AM",0.5,1
15226,0,"AM",0.5,1
15227,0,"AM",0.5,1
15228,0,"AM",0.5,1
15229,0,"AM",0.5,1
15230,0,"AM",0.5,1
15231,0,"AM",0.5,1
15232,0,"AM",0.5,1
15233,0,"AM",0.5,1
15234,0,"AM",0.5,1
15235,0,"AM",0.5,1
15236,0,"AM",0.5,1
15237,0,"AM",0.5,1
15238,0,"AM",0.5,1
15239,0,"AM",0.5,1
15240,0,"AM",0.5,1
15241,0,"AM",0.5,1
15242,0,"AM",0.5,1
15243,0,"AM",0.5,1
15244,0,"AM",0.5,1
15245,0,"AM",0.5,1
15246,0,"AM",0.5,1
15247,0,"AM",0.5,1
15248,0,"AM",0.5,1
15249,0,"AM",0.5,1
15250,0,"AM",0.5,1
15251,0,"AM",0.5,1
15252,0,"AM",0.5,1
15253,0,"AM",0.5,1
15254,0,"AM",0.5,1
15255,0,"AM",0.5,1
15256,0,"AM",0.5,1
15257,0,"AM",0.5,1
15258,0,"AM",0.5,1
15259,0,"AM",0.5,1
15260,0,"AM",0.5,1
15261,0,"AM",0.5,1
15262,0,"AM",0.5,1
15263,0,"AM",0.5,1
15264,0,"AM",0.5,1
15265,0,"AM",0.5,1
15266,0,"AM",0.5,1
15267,0,"AM",0.5,1
15268,0,"AM",0.5,1
15269,0,"AM",0.5,1
15270,0,"AM",0.5,1
15271,0,"AM",0.5,1
15272,0,"AM",0.5,1
15273,0,"AM",0.5,1
15274,0,"AM",0.5,1
15275,0,"AM",0.5,1
15276,0,"AM",0.5,1
15277,0,"AM",0.5,1
15278,0,"AM",0.5,1
15279,0,"AM",0.5,1
15280,0,"AM",0.5,1
15281,0,"AM",0.5,1
15282,0,"AM",0.5,1
15283,0,"AM",0.5,1
15284,0,"AM",0.5,1
15285,0,"AM",0.5,1
15286,0,"AM",0.5,1
15287,0,"AM",0.5,1
15288,0,"AM",0.5,1
15289,0,"AM",0.5,1
15290,0,"AM",0.5,1
15291,0,"AM",0.5,1
15292,0,"AM",0.5,1
15293,0,"AM",0.5,1
15294,0,"AM",0.5,1
15295,0,"AM",0.5,1
15296,0,"AM",0.5,1
15297,0,"AM",0.5,1
15298,0,"AM",0.5,1
15299,0,"AM",0.5,1
15300,0,"AM",0.5,1
15301,0,"AM",0.5,1
15302,0,"AM",0.5,1
15303,0,"AM",0.5,1
15304,0,"AM",0.5,1
15305,0,"AM",0.5,1
15306,0,"AM",0.5,1
15307,0,"AM",0.5,1
15308,0,"AM",0.5,1
15309,0,"AM",0.5,1
15310,0,"AM",0.5,1
15311,0,"AM",0.5,1
15312,0,"AM",0.5,1
15313,0,"AM",0.5,1
15314,0,"AM",0.5,1
15315,0,"AM",0.5,1
15316,0,"AM",0.5,1
15317,0,"AM",0.5,1
15318,0,"AM",0.5,1
15319,0,"AM",0.5,1
15320,0,"AM",0.5,1
15321,0,"AM",0.5,1
15322,0,"AM",0.5,1
15323,0,"AM",0.5,1
15324,0,"AM",0.5,1
15325,0,"AM",0.5,1
15326,0,"AM",0.5,1
15327,0,"AM",0.5,1
15328,0,"AM",0.5,1
15329,0,"AM",0.5,1
15330,0,"AM",0.5,1
15331,0,"AM",0.5,1
15332,0,"AM",0.5,1
15333,0,"AM",0.5,1
15334,0,"AM",0.5,1
15335,0,"AM",0.5,1
15336,0,"AM",0.5,1
15337,0,"AM",0.5,1
15338,0,"AM",0.5,1
15339,0,"AM",0.5,1
15340,0,"AM",0.5,1
15341,0,"AM",0.5,1
15342,0,"AM",0.5,1
15343,0,"AM",0.5,1
15344,0,"AM",0.5,1
15345,0,"AM",0.5,1
15346,0,"AM",0.5,1
15347,0,"AM",0.5,1
15348,0,"AM",0.5,1
15349,0,"AM",0.5,1
15350,0,"AM",0.5,1
15351,0,"AM",0.5,1
15352,0,"AM",0.5,1
15353,0,"AM",0.5,1
15354,0,"AM",0.5,1
15355,0,"AM",0.5,1
15356,0,"AM",0.5,1
15357,0,"AM",0.5,1
15358,0,"AM",0.5,1
15359,0,"AM",0.5,1
15360,0,"AM",0.5,1
15361,0,"AM",0.5,1
15362,0,"AM",0.5,1
15363,0,"AM",0.5,1
15364,0,"AM",0.5,1
15365,0,"AM",0.5,1
15366,0,"AM",0.5,1
15367,0,"AM",0.5,1
15368,0,"AM",0.5,1
15369,0,"AM",0.5,1
15370,0,"AM",0.5,1
15371,0,"AM",0.5,1
15372,0,"AM",0.5,1
15373,0,"AM",0.5,1
15374,0,"AM",0.5,1
15375,0,"AM",0.5,1
15376,0,"AM",0.5,1
15377,0,"AM",0.5,1
15378,0,"AM",0.5,1
15379,0,"AM",0.5,1
15380,0,"AM",0.5,1
15381,0,"AM",0.5,1
15382,0,"AM",0.5,1
15383,0,"AM",0.5,1
15384,0,"AM",0.5,1
15385,0,"AM",0.5,1
15386,0,"AM",0.5,1
15387,0,"AM",0.5,1
15388,0,"AM",0.5,1
15389,0,"AM",0.5,1
15390,0,"AM",0.5,1
15391,0,"AM",0.5,1
15392,0,"AM",0.5,1
15393,0,"AM",0.5,1
15394,0,"AM",0.5,1
15395,0,"AM",0.5,1
15396,0,"AM",0.5,1
15397,0,"AM",0.5,1
15398,0,"AM",0.5,1
15399,0,"AM",0.5,1
15400,0,"AM",0.5,1
15401,0,"AM",0.5,1
15402,0,"AM",0.5,1
15403,0,"AM",0.5,1
15404,0,"AM",0.5,1
15405,0,"AM",0.5,1
15406,0,"AM",0.5,1
15407,0,"AM",0.5,1
15408,0,"AM",0.5,1
15409,0,"AM",0.5,1
15410,0,"AM",0.5,1
15411,0,"AM",0.5,1
15412,0,"AM",0.5,1
15413,0,"AM",0.5,1
15414,0,"AM",0.5,1
15415,0,"AM",0.5,1
15416,0,"AM",0.5,1
15417,0,"AM",0.5,1
15418,0,"AM",0.5,1
15419,0,"AM",0.5,1
15420,0,"AM",0.5,1
15421,0,"AM",0.5,1
15422,0,"AM",0.5,1
15423,0,"AM",0.5,1
15424,0,"AM",0.5,1
15425,0,"AM",0.5,1
15426,0,"AM",0.5,1
15427,0,"AM",0.5,1
15428,0,"AM",0.5,1
15429,0,"AM",0.5,1
15430,0,"AM",0.5,1
15431,0,"AM",0.5,1
15432,0,"AM",0.5,1
15433,0,"AM",0.5,1
15434,0,"AM",0.5,1
15435,0,"AM",0.5,1
15436,0,"AM",0.5,1
15437,0,"AM",0.5,1
15438,0,"AM",0.5,1
15439,0,"AM",0.5,1
15440,0,"AM",0.5,1
15441,0,"AM",0.5,1
15442,0,"AM",0.5,1
15443,0,"AM",0.5,1
15444,0,"AM",0.5,1
15445,0,"AM",0.5,1
15446,0,"AM",0.5,1
15447,0,"AM",0.5,1
15448,0,"AM",0.5,1
15449,0,"AM",0.5,1
15450,0,"AM",0.5,1
15451,0,"AM",0.5,1
15452,0,"AM",0.5,1
15453,0,"AM",0.5,1
15454,0,"AM",0.5,1
15455,0,"AM",0.5,1
15456,0,"AM",0.5,1
15457,0,"AM",0.5,1
15458,0,"AM",0.5,1
15459,0,"AM",0.5,1
15460,0,"AM",0.5,1
15461,0,"AM",0.5,1
15462,0,"AM",0.5,1
15463,0,"AM",0.5,1
15464,0,"AM",0.5,1
15465,0,"AM",0.5,1
15466,0,"AM",0.5,1
15467,0,"AM",0.5,1
15468,0,"AM",0.5,1
15469,0,"AM",0.5,1
15470,0,"AM",0.5,1
15471,0,"AM",0.5,1
15472,0,"AM",0.5,1
15473,0,"AM",0.5,1
15474,0,"AM",0.5,1
15475,0,"AM",0.5,1
15476,0,"AM",0.5,1
15477,0,"AM",0.5,1
15478,0,"AM",0.5,1
15479,0,"AM",0.5,1
15480,0,"AM",0.5,1
15481,0,"AM",0.5,1
15482,0,"AM",0.5,1
15483,0,"AM",0.5,1
15484,0,"AM",0.5,1
15485,0,"AM",0.5,1
15486,0,"AM",0.5,1
15487,0,"AM",0.5,1
15488,0,"AM",0.5,1
15489,0,"AM",0.5,1
15490,0,"AM",0.5,1
15491,0,"AM",0.5,1
15492,0,"AM",0.5,1
15493,0,"AM",0.5,1
15494,0,"AM",0.5,1
15495,0,"AM",0.5,1
15496,0,"AM",0.5,1
15497,0,"AM",0.5,1
15498,0,"AM",0.5,1
15499,0,"AM",0.5,1
15500,0,"AM",0.5,1
15501,0,"AM",0.5,1
15502,0,"AM",0.5,1
15503,0,"AM",0.5,1
15504,0,"AM",0.5,1
15505,0,"AM",0.5,1
15506,0,"AM",0.5,1
15507,0,"AM",0.5,1
15508,0,"AM",0.5,1
15509,0,"AM",0.5,1
15510,0,"AM",0.5,1
15511,0,"AM",0.5,1
15512,0,"AM",0.5,1
15513,0,"AM",0.5,1
15514,0,"AM",0.5,1
15515,0,"AM",0.5,1
15516,0,"AM",0.5,1
15517,0,"AM",0.5,1
15518,0,"AM",0.5,1
15519,0,"AM",0.5,1
15520,0,"AM",0.5,1
15521,0,"AM",0.5,1
15522,0,"AM",0.5,1
15523,0,"AM",0.5,1
15524,0,"AM",0.5,1
15525,0,"AM",0.5,1
15526,0,"AM",0.5,1
15527,0,"AM",0.5,1
15528,0,"AM",0.5,1
15529,0,"AM",0.5,1
15530,0,"AM",0.5,1
15531,0,"AM",0.5,1
15532,0,"AM",0.5,1
15533,0,"AM",0.5,1
15534,0,"AM",0.5,1
15535,0,"AM",0.5,1
15536,0,"AM",0.5,1
15537,0,"AM",0.5,1
15538,0,"AM",0.5,1
15539,0,"AM",0.5,1
15540,0,"AM",0.5,1
15541,0,"AM",0.5,1
15542,0,"AM",0.5,1
15543,0,"AM",0.5,1
15544,0,"AM",0.5,1
15545,0,"AM",0.5,1
15546,0,"AM",0.5,1
15547,0,"AM",0.5,1
15548,0,"AM",0.5,1
15549,0,"AM",0.5,1
15550,0,"AM",0.5,1
15551,0,"AM",0.5,1
15552,0,"AM",0.5,1
15553,0,"AM",0.5,1
15554,0,"AM",0.5,1
15555,0,"AM",0.5,1
15556,0,"AM",0.5,1
15557,0,"AM",0.5,1
15558,0,"AM",0.5,1
15559,0,"AM",0.5,1
15560,0,"AM",0.5,1
15561,0,"AM",0.5,1
15562,0,"AM",0.5,1
15563,0,"AM",0.5,1
15564,0,"AM",0.5,1
15565,0,"AM",0.5,1
15566,0,"AM",0.5,1
15567,0,"AM",0.5,1
15568,0,"AM",0.5,1
15569,0,"AM",0.5,1
15570,0,"AM",0.5,1
15571,0,"AM",0.5,1
15572,0,"AM",0.5,1
15573,0,"AM",0.5,1
15574,0,"AM",0.5,1
15575,0,"AM",0.5,1
15576,0,"AM",0.5,1
15577,0,"AM",0.5,1
15578,0,"AM",0.5,1
15579,0,"AM",0.5,1
15580,0,"AM",0.5,1
15581,0,"AM",0.5,1
15582,0,"AM",0.5,1
15583,0,"AM",0.5,1
15584,0,"AM",0.5,1
15585,0,"AM",0.5,1
15586,0,"AM",0.5,1
15587,0,"AM",0.5,1
15588,0,"AM",0.5,1
15589,0,"AM",0.5,1
15590,0,"AM",0.5,1
15591,0,"AM",0.5,1
15592,0,"AM",0.5,1
15593,0,"AM",0.5,1
15594,0,"AM",0.5,1
15595,0,"AM",0.5,1
15596,0,"AM",0.5,1
15597,0,"AM",0.5,1
15598,0,"AM",0.5,1
15599,0,"AM",0.5,1
15600,0,"AM",0.5,1
15601,0,"AM",0.5,1
15602,0,"AM",0.5,1
15603,0,"AM",0.5,1
15604,0,"AM",0.5,1
15605,0,"AM",0.5,1
15606,0,"AM",0.5,1
15607,0,"AM",0.5,1
15608,0,"AM",0.5,1
15609,0,"AM",0.5,1
15610,0,"AM",0.5,1
15611,0,"AM",0.5,1
15612,0,"AM",0.5,1
15613,0,"AM",0.5,1
15614,0,"AM",0.5,1
15615,0,"AM",0.5,1
15616,0,"AM",0.5,1
15617,0,"AM",0.5,1
15618,0,"AM",0.5,1
15619,0,"AM",0.5,1
15620,0,"AM",0.5,1
15621,0,"AM",0.5,1
15622,0,"AM",0.5,1
15623,0,"AM",0.5,1
15624,0,"AM",0.5,1
15625,0,"AM",0.5,1
15626,0,"AM",0.5,1
15627,0,"AM",0.5,1
15628,0,"AM",0.5,1
15629,0,"AM",0.5,1
15630,0,"AM",0.5,1
15631,0,"AM",0.5,1
15632,0,"AM",0.5,1
15633,0,"AM",0.5,1
15634,0,"AM",0.5,1
15635,0,"AM",0.5,1
15636,0,"AM",0.5,1
15637,0,"AM",0.5,1
15638,0,"AM",0.5,1
15639,0,"AM",0.5,1
15640,0,"AM",0.5,1
15641,0,"AM",0.5,1
15642,0,"AM",0.5,1
15643,0,"AM",0.5,1
15644,0,"AM",0.5,1
15645,0,"AM",0.5,1
15646,0,"AM",0.5,1
15647,0,"AM",0.5,1
15648,0,"AM",0.5,1
15649,0,"AM",0.5,1
15650,0,"AM",0.5,1
15651,0,"AM",0.5,1
15652,0,"AM",0.5,1
15653,0,"AM",0.5,1
15654,0,"AM",0.5,1
15655,0,"AM",0.5,1
15656,0,"AM",0.5,1
15657,0,"AM",0.5,1
15658,0,"AM",0.5,1
15659,0,"AM",0.5,1
15660,0,"AM",0.5,1
15661,0,"AM",0.5,1
15662,0,"AM",0.5,1
15663,0,"AM",0.5,1
15664,0,"AM",0.5,1
15665,0,"AM",0.5,1
15666,0,"AM",0.5,1
15667,0,"AM",0.5,1
15668,0,"AM",0.5,1
15669,0,"AM",0.5,1
15670,0,"AM",0.5,1
15671,0,"AM",0.5,1
