id=70016	blockNo=1	val1=AM	val2=0.5	val3=1
id=70017	blockNo=1	val1=AM	val2=0.5	val3=1
id=70018	blockNo=1	val1=AM	val2=0.5	val3=1
id=70019	blockNo=1	val1=AM	val2=0.5	val3=1
id=70020	blockNo=1	val1=AM	val2=0.5	val3=1
id=70021	blockNo=1	val1=AM	val2=0.5	val3=1
id=70022	blockNo=1	val1=AM	val2=0.5	val3=1
id=70023	blockNo=1	val1=AM	val2=0.5	val3=1
id=70024	blockNo=1	val1=AM	val2=0.5	val3=1
id=70025	blockNo=1	val1=AM	val2=0.5	val3=1
id=70026	blockNo=1	val1=AM	val2=0.5	val3=1
id=70027	blockNo=1	val1=AM	val2=0.5	val3=1
id=70028	blockNo=1	val1=AM	val2=0.5	val3=1
id=70029	blockNo=1	val1=AM	val2=0.5	val3=1
id=70030	blockNo=1	val1=AM	val2=0.5	val3=1
id=70031	blockNo=1	val1=AM	val2=0.5	val3=1
id=70032	blockNo=1	val1=AM	val2=0.5	val3=1
id=70033	blockNo=1	val1=AM	val2=0.5	val3=1
id=70034	blockNo=1	val1=AM	val2=0.5	val3=1
id=70035	blockNo=1	val1=AM	val2=0.5	val3=1
id=70036	blockNo=1	val1=AM	val2=0.5	val3=1
id=70037	blockNo=1	val1=AM	val2=0.5	val3=1
id=70038	blockNo=1	val1=AM	val2=0.5	val3=1
id=70039	blockNo=1	val1=AM	val2=0.5	val3=1
id=70040	blockNo=1	val1=AM	val2=0.5	val3=1
id=70041	blockNo=1	val1=AM	val2=0.5	val3=1
id=70042	blockNo=1	val1=AM	val2=0.5	val3=1
id=70043	blockNo=1	val1=AM	val2=0.5	val3=1
id=70044	blockNo=1	val1=AM	val2=0.5	val3=1
id=70045	blockNo=1	val1=AM	val2=0.5	val3=1
id=70046	blockNo=1	val1=AM	val2=0.5	val3=1
id=70047	blockNo=1	val1=AM	val2=0.5	val3=1
id=70048	blockNo=1	val1=AM	val2=0.5	val3=1
id=70049	blockNo=1	val1=AM	val2=0.5	val3=1
id=70050	blockNo=1	val1=AM	val2=0.5	val3=1
id=70051	blockNo=1	val1=AM	val2=0.5	val3=1
id=70052	blockNo=1	val1=AM	val2=0.5	val3=1
id=70053	blockNo=1	val1=AM	val2=0.5	val3=1
id=70054	blockNo=1	val1=AM	val2=0.5	val3=1
id=70055	blockNo=1	val1=AM	val2=0.5	val3=1
id=70056	blockNo=1	val1=AM	val2=0.5	val3=1
id=70057	blockNo=1	val1=AM	val2=0.5	val3=1
id=70058	blockNo=1	val1=AM	val2=0.5	val3=1
id=70059	blockNo=1	val1=AM	val2=0.5	val3=1
id=70060	blockNo=1	val1=AM	val2=0.5	val3=1
id=70061	blockNo=1	val1=AM	val2=0.5	val3=1
id=70062	blockNo=1	val1=AM	val2=0.5	val3=1
id=70063	blockNo=1	val1=AM	val2=0.5	val3=1
id=70064	blockNo=1	val1=AM	val2=0.5	val3=1
id=70065	blockNo=1	val1=AM	val2=0.5	val3=1
id=70066	blockNo=1	val1=AM	val2=0.5	val3=1
id=70067	blockNo=1	val1=AM	val2=0.5	val3=1
id=70068	blockNo=1	val1=AM	val2=0.5	val3=1
id=70069	blockNo=1	val1=AM	val2=0.5	val3=1
id=70070	blockNo=1	val1=AM	val2=0.5	val3=1
id=70071	blockNo=1	val1=AM	val2=0.5	val3=1
id=70072	blockNo=1	val1=AM	val2=0.5	val3=1
id=70073	blockNo=1	val1=AM	val2=0.5	val3=1
id=70074	blockNo=1	val1=AM	val2=0.5	val3=1
id=70075	blockNo=1	val1=AM	val2=0.5	val3=1
id=70076	blockNo=1	val1=AM	val2=0.5	val3=1
id=70077	blockNo=1	val1=AM	val2=0.5	val3=1
id=70078	blockNo=1	val1=AM	val2=0.5	val3=1
id=70079	blockNo=1	val1=AM	val2=0.5	val3=1
id=70080	blockNo=1	val1=AM	val2=0.5	val3=1
id=70081	blockNo=1	val1=AM	val2=0.5	val3=1
id=70082	blockNo=1	val1=AM	val2=0.5	val3=1
id=70083	blockNo=1	val1=AM	val2=0.5	val3=1
id=70084	blockNo=1	val1=AM	val2=0.5	val3=1
id=70085	blockNo=1	val1=AM	val2=0.5	val3=1
id=70086	blockNo=1	val1=AM	val2=0.5	val3=1
id=70087	blockNo=1	val1=AM	val2=0.5	val3=1
id=70088	blockNo=1	val1=AM	val2=0.5	val3=1
id=70089	blockNo=1	val1=AM	val2=0.5	val3=1
id=70090	blockNo=1	val1=AM	val2=0.5	val3=1
id=70091	blockNo=1	val1=AM	val2=0.5	val3=1
id=70092	blockNo=1	val1=AM	val2=0.5	val3=1
id=70093	blockNo=1	val1=AM	val2=0.5	val3=1
id=70094	blockNo=1	val1=AM	val2=0.5	val3=1
id=70095	blockNo=1	val1=AM	val2=0.5	val3=1
id=70096	blockNo=1	val1=AM	val2=0.5	val3=1
id=70097	blockNo=1	val1=AM	val2=0.5	val3=1
id=70098	blockNo=1	val1=AM	val2=0.5	val3=1
id=70099	blockNo=1	val1=AM	val2=0.5	val3=1
id=70100	blockNo=1	val1=AM	val2=0.5	val3=1
id=70101	blockNo=1	val1=AM	val2=0.5	val3=1
id=70102	blockNo=1	val1=AM	val2=0.5	val3=1
id=70103	blockNo=1	val1=AM	val2=0.5	val3=1
id=70104	blockNo=1	val1=AM	val2=0.5	val3=1
id=70105	blockNo=1	val1=AM	val2=0.5	val3=1
id=70106	blockNo=1	val1=AM	val2=0.5	val3=1
id=70107	blockNo=1	val1=AM	val2=0.5	val3=1
id=70108	blockNo=1	val1=AM	val2=0.5	val3=1
id=70109	blockNo=1	val1=AM	val2=0.5	val3=1
id=70110	blockNo=1	val1=AM	val2=0.5	val3=1
id=70111	blockNo=1	val1=AM	val2=0.5	val3=1
id=70112	blockNo=1	val1=AM	val2=0.5	val3=1
id=70113	blockNo=1	val1=AM	val2=0.5	val3=1
id=70114	blockNo=1	val1=AM	val2=0.5	val3=1
id=70115	blockNo=1	val1=AM	val2=0.5	val3=1
