70016	1	AM	0.5	1
70017	1	AM	0.5	1
70018	1	AM	0.5	1
70019	1	AM	0.5	1
70020	1	AM	0.5	1
70021	1	AM	0.5	1
70022	1	AM	0.5	1
70023	1	AM	0.5	1
70024	1	AM	0.5	1
70025	1	AM	0.5	1
70026	1	AM	0.5	1
70027	1	AM	0.5	1
70028	1	AM	0.5	1
70029	1	AM	0.5	1
70030	1	AM	0.5	1
70031	1	AM	0.5	1
70032	1	AM	0.5	1
70033	1	AM	0.5	1
70034	1	AM	0.5	1
70035	1	AM	0.5	1
70036	1	AM	0.5	1
70037	1	AM	0.5	1
70038	1	AM	0.5	1
70039	1	AM	0.5	1
70040	1	AM	0.5	1
70041	1	AM	0.5	1
70042	1	AM	0.5	1
70043	1	AM	0.5	1
70044	1	AM	0.5	1
70045	1	AM	0.5	1
70046	1	AM	0.5	1
70047	1	AM	0.5	1
70048	1	AM	0.5	1
70049	1	AM	0.5	1
70050	1	AM	0.5	1
70051	1	AM	0.5	1
70052	1	AM	0.5	1
70053	1	AM	0.5	1
70054	1	AM	0.5	1
70055	1	AM	0.5	1
70056	1	AM	0.5	1
70057	1	AM	0.5	1
70058	1	AM	0.5	1
70059	1	AM	0.5	1
70060	1	AM	0.5	1
70061	1	AM	0.5	1
70062	1	AM	0.5	1
70063	1	AM	0.5	1
70064	1	AM	0.5	1
70065	1	AM	0.5	1
70066	1	AM	0.5	1
70067	1	AM	0.5	1
70068	1	AM	0.5	1
70069	1	AM	0.5	1
70070	1	AM	0.5	1
70071	1	AM	0.5	1
70072	1	AM	0.5	1
70073	1	AM	0.5	1
70074	1	AM	0.5	1
70075	1	AM	0.5	1
70076	1	AM	0.5	1
70077	1	AM	0.5	1
70078	1	AM	0.5	1
70079	1	AM	0.5	1
70080	1	AM	0.5	1
70081	1	AM	0.5	1
70082	1	AM	0.5	1
70083	1	AM	0.5	1
70084	1	AM	0.5	1
70085	1	AM	0.5	1
70086	1	AM	0.5	1
70087	1	AM	0.5	1
70088	1	AM	0.5	1
70089	1	AM	0.5	1
70090	1	AM	0.5	1
70091	1	AM	0.5	1
70092	1	AM	0.5	1
70093	1	AM	0.5	1
70094	1	AM	0.5	1
70095	1	AM	0.5	1
70096	1	AM	0.5	1
70097	1	AM	0.5	1
70098	1	AM	0.5	1
70099	1	AM	0.5	1
70100	1	AM	0.5	1
70101	1	AM	0.5	1
70102	1	AM	0.5	1
70103	1	AM	0.5	1
70104	1	AM	0.5	1
70105	1	AM	0.5	1
70106	1	AM	0.5	1
70107	1	AM	0.5	1
70108	1	AM	0.5	1
70109	1	AM	0.5	1
70110	1	AM	0.5	1
70111	1	AM	0.5	1
70112	1	AM	0.5	1
70113	1	AM	0.5	1
70114	1	AM	0.5	1
70115	1	AM	0.5	1
