id	blockNo	val1	val2	val3
Int64	UInt16	String	Float32	UInt8
30016	0	AM	0.5	1
30017	0	AM	0.5	1
30018	0	AM	0.5	1
30019	0	AM	0.5	1
30020	0	AM	0.5	1
30021	0	AM	0.5	1
30022	0	AM	0.5	1
30023	0	AM	0.5	1
30024	0	AM	0.5	1
30025	0	AM	0.5	1
30026	0	AM	0.5	1
30027	0	AM	0.5	1
30028	0	AM	0.5	1
30029	0	AM	0.5	1
30030	0	AM	0.5	1
30031	0	AM	0.5	1
30032	0	AM	0.5	1
30033	0	AM	0.5	1
30034	0	AM	0.5	1
30035	0	AM	0.5	1
30036	0	AM	0.5	1
30037	0	AM	0.5	1
30038	0	AM	0.5	1
30039	0	AM	0.5	1
30040	0	AM	0.5	1
30041	0	AM	0.5	1
30042	0	AM	0.5	1
30043	0	AM	0.5	1
30044	0	AM	0.5	1
30045	0	AM	0.5	1
30046	0	AM	0.5	1
30047	0	AM	0.5	1
30048	0	AM	0.5	1
30049	0	AM	0.5	1
30050	0	AM	0.5	1
30051	0	AM	0.5	1
30052	0	AM	0.5	1
30053	0	AM	0.5	1
30054	0	AM	0.5	1
30055	0	AM	0.5	1
30056	0	AM	0.5	1
30057	0	AM	0.5	1
30058	0	AM	0.5	1
30059	0	AM	0.5	1
30060	0	AM	0.5	1
30061	0	AM	0.5	1
30062	0	AM	0.5	1
30063	0	AM	0.5	1
30064	0	AM	0.5	1
30065	0	AM	0.5	1
30066	0	AM	0.5	1
30067	0	AM	0.5	1
30068	0	AM	0.5	1
30069	0	AM	0.5	1
30070	0	AM	0.5	1
30071	0	AM	0.5	1
30072	0	AM	0.5	1
30073	0	AM	0.5	1
30074	0	AM	0.5	1
30075	0	AM	0.5	1
30076	0	AM	0.5	1
30077	0	AM	0.5	1
30078	0	AM	0.5	1
30079	0	AM	0.5	1
30080	0	AM	0.5	1
30081	0	AM	0.5	1
30082	0	AM	0.5	1
30083	0	AM	0.5	1
30084	0	AM	0.5	1
30085	0	AM	0.5	1
30086	0	AM	0.5	1
30087	0	AM	0.5	1
30088	0	AM	0.5	1
30089	0	AM	0.5	1
30090	0	AM	0.5	1
30091	0	AM	0.5	1
30092	0	AM	0.5	1
30093	0	AM	0.5	1
30094	0	AM	0.5	1
30095	0	AM	0.5	1
30096	0	AM	0.5	1
30097	0	AM	0.5	1
30098	0	AM	0.5	1
30099	0	AM	0.5	1
30100	0	AM	0.5	1
30101	0	AM	0.5	1
30102	0	AM	0.5	1
30103	0	AM	0.5	1
30104	0	AM	0.5	1
30105	0	AM	0.5	1
30106	0	AM	0.5	1
30107	0	AM	0.5	1
30108	0	AM	0.5	1
30109	0	AM	0.5	1
30110	0	AM	0.5	1
30111	0	AM	0.5	1
30112	0	AM	0.5	1
30113	0	AM	0.5	1
30114	0	AM	0.5	1
30115	0	AM	0.5	1
30116	0	AM	0.5	1
30117	0	AM	0.5	1
30118	0	AM	0.5	1
30119	0	AM	0.5	1
30120	0	AM	0.5	1
30121	0	AM	0.5	1
30122	0	AM	0.5	1
30123	0	AM	0.5	1
30124	0	AM	0.5	1
30125	0	AM	0.5	1
30126	0	AM	0.5	1
30127	0	AM	0.5	1
30128	0	AM	0.5	1
30129	0	AM	0.5	1
30130	0	AM	0.5	1
30131	0	AM	0.5	1
30132	0	AM	0.5	1
30133	0	AM	0.5	1
30134	0	AM	0.5	1
30135	0	AM	0.5	1
30136	0	AM	0.5	1
30137	0	AM	0.5	1
30138	0	AM	0.5	1
30139	0	AM	0.5	1
30140	0	AM	0.5	1
30141	0	AM	0.5	1
30142	0	AM	0.5	1
30143	0	AM	0.5	1
30144	0	AM	0.5	1
30145	0	AM	0.5	1
30146	0	AM	0.5	1
30147	0	AM	0.5	1
30148	0	AM	0.5	1
30149	0	AM	0.5	1
30150	0	AM	0.5	1
